date,triplet
15-02-2022,"{""head"": ""Tesla"", ""relation"": ""buys"", ""tail"": ""100,000 dry metric tonnes (DMT) in 2024""}"
15-02-2022,"{""head"": ""Tesla"", ""relation"": ""buys"", ""tail"": ""150,000 dry metric tonnes (DMT) in subsequent years""}"
15-02-2022,"{""head"": ""Liontown"", ""relation"": ""has"", ""tail"": ""lithium supply deal with LG Chem""}"
15-02-2022,"{""head"": ""Liontown shares"", ""relation"": ""jumped"", ""tail"": ""19.8% to A$1.665""}"
16-02-2022,"{""head"": ""Banco de Sabadell, S.A"", ""relation"": ""initiated holding in"", ""tail"": ""Tesla Inc.""}"
16-02-2022,"{""head"": ""The purchase prices"", ""relation"": ""were between"", ""tail"": ""$780.59 and $1229.91""}"
16-02-2022,"{""head"": ""The estimated average price"", ""relation"": ""was"", ""tail"": ""$1012.35""}"
16-02-2022,"{""head"": ""Tesla"", ""relation"": ""surged 25 cents"", ""tail"": ""after announcing a deal to supply Tesla with more than 100000 annual tonnes of lithium concentrate over the next five years""}"
16-02-2022,"{""head"": ""Ron Baron"", ""relation"": ""reduced shares in Tesla Inc. (TSLA)"", ""tail"": ""by 3.71%""}"
17-02-2022,"{""head"": ""Tesla Inc."", ""relation"": ""relocated headquarters"", ""tail"": ""last year""}"
17-02-2022,"{""head"": ""Tesla Inc."", ""relation"": ""workforce"", ""tail"": ""remains in Silicon Valley""}"
17-02-2022,"{""head"": ""Granite Point Capital Management, L.p."", ""relation"": ""initiated holding"", ""tail"": ""Tesla Inc.""}"
17-02-2022,"{""head"": ""Tesla Inc."", ""relation"": ""purchase price"", ""tail"": ""$780.59 - $1229.91""}"
17-02-2022,"{""head"": ""Tesla Inc."", ""relation"": ""SEC investigation"", ""tail"": ""harassment""}"
18-02-2022,"{""head"": ""Tesla Inc"", ""relation"": ""hasShares"", ""tail"": ""2,758,400""}"
18-02-2022,"{""head"": ""Tesla Inc"", ""relation"": ""hasShares"", ""tail"": ""483,600""}"
18-02-2022,"{""head"": ""Tesla Inc"", ""relation"": ""hasShares"", ""tail"": ""33,785""}"
18-02-2022,"{""head"": ""Elon Musk"", ""relation"": ""donatedShares"", ""tail"": ""5 million""}"
18-02-2022,"{""head"": ""Tesla Inc"", ""relation"": ""shareWorth"", ""tail"": ""$5.7 billion""}"
19-02-2022,"{""head"": ""SpaceX"", ""relation"": ""receivedFunding"", ""tail"": ""$337.35 million""}"
19-02-2022,"{""head"": ""SpaceX"", ""relation"": ""valuation"", ""tail"": ""$100 billion""}"
19-02-2022,"{""head"": ""Tesla"", ""relation"": ""stockSplit"", ""tail"": ""5-for-1""}"
19-02-2022,"{""head"": ""Tesla"", ""relation"": ""FSD"", ""tail"": ""outdated""}"
19-02-2022,"{""head"": ""Elon Musk"", ""relation"": ""prediction"", ""tail"": ""FSD will be reached in 2022""}"
20-02-2022,"{""head"": ""Tesla"", ""relation"": ""stock price decline"", ""tail"": ""2.21%""}"
20-02-2022,"{""head"": ""Intel"", ""relation"": ""stock price decline"", ""tail"": ""5.32%""}"
20-02-2022,"{""head"": ""Tesla"", ""relation"": ""comparison to other car companies"", ""tail"": ""Offers bulkier models that respond more to consumer tastes than other car companies""}"
20-02-2022,"{""head"": ""Tesla"", ""relation"": ""analyst perception"", ""tail"": ""Should be thought of as a tech company""}"
20-02-2022,"{""head"": ""Tesla"", ""relation"": ""growth comparison"", ""tail"": ""Growth side is very similar to CPG tech companies""}"
21-02-2022,"{""head"": ""Tesla Inc."", ""relation"": ""is the most valuable automaker in the world"", ""tail"": ""by market capitalization""}"
21-02-2022,"{""head"": ""Tesla Inc."", ""relation"": ""faces growing competition"", ""tail"": ""from other major automakers who are developing and marketing electric vehicles""}"
21-02-2022,"{""head"": ""Tesla Inc."", ""relation"": ""gets the vast majority of its revenue"", ""tail"": ""from automotive sales""}"
21-02-2022,"{""head"": ""Tesla Inc."", ""relation"": ""had a 665.5% increase in net income"", ""tail"": ""during the year ended December 31, 2021""}"
21-02-2022,"{""head"": ""Tesla Inc."", ""relation"": ""is looking to increase its manufacturing capacity"", ""tail"": ""as quickly as possible""}"
22-02-2022,"{""head"": ""Tesla (TSLA)"", ""relation"": ""fell hard today"", ""tail"": ""October""}"
22-02-2022,"{""head"": ""Tesla (TSLA)"", ""relation"": ""trend lines have broken"", ""tail"": ""None""}"
22-02-2022,"{""head"": ""Tesla (TSLA)"", ""relation"": ""may fall further to"", ""tail"": ""$775""}"
22-02-2022,"{""head"": ""Gary Black"", ""relation"": ""accused SEC of retaliating against Tesla"", ""tail"": ""None""}"
22-02-2022,"{""head"": ""Talon"", ""relation"": ""signed nickel supply deal"", ""tail"": ""Tesla Inc""}"
23-02-2022,"{""head"": ""Current Portfolio"", ""relation"": ""sold"", ""tail"": ""Medtronic PLC""}"
23-02-2022,"{""head"": ""Current Portfolio"", ""relation"": ""sold"", ""tail"": ""Citigroup Inc""}"
23-02-2022,"{""head"": ""JustInvest LLC"", ""relation"": ""purchased"", ""tail"": ""Tesla Inc""}"
23-02-2022,"{""head"": ""JustInvest LLC"", ""relation"": ""increased holdings"", ""tail"": ""Tesla Inc""}"
23-02-2022,"{""head"": ""Tesla Inc"", ""relation"": ""impacted portfolio"", ""tail"": ""0.52%""}"
24-02-2022,"{""head"": ""Elon Musk"", ""relation"": ""is being investigated by"", ""tail"": ""Securities and Exchange Commission (SEC)""}"
24-02-2022,"{""head"": ""Kimbal Musk"", ""relation"": ""is being investigated by"", ""tail"": ""Securities and Exchange Commission (SEC)""}"
24-02-2022,"{""head"": ""Kimbal Musk"", ""relation"": ""sold shares"", ""tail"": ""Tesla Inc""}"
24-02-2022,"{""head"": ""SEC"", ""relation"": ""issued subpoena"", ""tail"": ""November 16th""}"
24-02-2022,"{""head"": ""Elon Musk"", ""relation"": ""accused"", ""tail"": ""SEC of harassing him and Tesla""}"
25-02-2022,"{""head"": ""Tesla Inc."", ""relation"": ""stock price increased by"", ""tail"": ""1.14%""}"
25-02-2022,"{""head"": ""Tesla Inc."", ""relation"": ""trading volume"", ""tail"": ""4.3 million""}"
25-02-2022,"{""head"": ""EPA"", ""relation"": ""criticized"", ""tail"": ""the United States Postal Service""}"
25-02-2022,"{""head"": ""The Zero Emission Transportation Association"", ""relation"": ""criticized"", ""tail"": ""the United States Postal Service""}"
25-02-2022,"{""head"": ""Tesla Inc."", ""relation"": ""trading volume"", ""tail"": ""78.1 million""}"
26-02-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""is being investigated by"", ""tail"": ""The US SEC""}"
26-02-2022,"{""head"": ""Elon Musk"", ""relation"": ""is being investigated for possible violations of rules"", ""tail"": ""The US SEC""}"
26-02-2022,"{""head"": ""Kimbal Musk"", ""relation"": ""sold 88,500 shares of Tesla"", ""tail"": ""None""}"
26-02-2022,"{""head"": ""Tesla stock"", ""relation"": ""dropped significantly"", ""tail"": ""None""}"
26-02-2022,"{""head"": ""Daiwa Capital Markets"", ""relation"": ""upgraded shares of Tesla"", ""tail"": ""from a neutral rating to an outperform rating""}"
27-02-2022,"{""head"": ""Tesla"", ""relation"": ""founded by"", ""tail"": ""Elon Musk""}"
27-02-2022,"{""head"": ""Tesla"", ""relation"": ""transformed"", ""tail"": ""automotive industry""}"
27-02-2022,"{""head"": ""Elon Musk"", ""relation"": ""forced"", ""tail"": ""vehicle manufacturers to convert to electrification""}"
27-02-2022,"{""head"": ""Elon Musk"", ""relation"": ""is"", ""tail"": ""the richest man in the world""}"
27-02-2022,"{""head"": ""Tesla"", ""relation"": ""wants to expand"", ""tail"": ""number of games compatible with Tesla cars""}"
28-02-2022,"{""head"": ""Tesla Inc"", ""relation"": ""has balance sheet includes bitcoin"", ""tail"": ""true""}"
28-02-2022,"{""head"": ""Lucid"", ""relation"": ""is considered rival of tesla"", ""tail"": ""true""}"
28-02-2022,"{""head"": ""Grayscale Bitcoin Trust"", ""relation"": ""is held by Ark Next Generation Internet ETF"", ""tail"": ""true""}"
28-02-2022,"{""head"": ""Coinbase Global Inc"", ""relation"": ""is held by Ark Innovation ETF"", ""tail"": ""true""}"
28-02-2022,"{""head"": ""Lucid Air sedan"", ""relation"": ""is produced by lucid"", ""tail"": ""true""}"
01-03-2022,"{""head"": ""Core Lithium"", ""relation"": ""supplies"", ""tail"": ""Tesla""}"
01-03-2022,"{""head"": ""Core Lithium"", ""relation"": ""supply amount"", ""tail"": ""110,000 dry metric tonnes""}"
01-03-2022,"{""head"": ""Core Lithium"", ""relation"": ""supply duration"", ""tail"": ""4 years""}"
01-03-2022,"{""head"": ""Core Lithium"", ""relation"": ""project"", ""tail"": ""Finniss Project""}"
01-03-2022,"{""head"": ""Tesla"", ""relation"": ""exist deal"", ""tail"": ""Liontown Resources""}"
02-03-2022,"{""head"": ""Ford"", ""relation"": ""blocked"", ""tail"": ""Tesla's trademark for Model E""}"
02-03-2022,"{""head"": ""Ford"", ""relation"": ""sued"", ""tail"": ""Tesla for using Model E""}"
02-03-2022,"{""head"": ""Elon Musk"", ""relation"": ""promised"", ""tail"": ""a lot but hasn't always delivered""}"
02-03-2022,"{""head"": ""Tesla"", ""relation"": ""rated"", ""tail"": ""Hold by TheStreet Quant Ratings with a C+""}"
02-03-2022,"{""head"": ""Tesla"", ""relation"": ""couldn't"", ""tail"": ""use the letter E as the name of vehicles""}"
03-03-2022,"{""head"": ""Tesla"", ""relation"": ""CEO monitors access to communication means"", ""tail"": ""Ukrainians""}"
03-03-2022,"{""head"": ""Panasonic"", ""relation"": ""planning to purchase land in US"", ""tail"": ""for mega-factory""}"
03-03-2022,"{""head"": ""Panasonic"", ""relation"": ""considering Oklahoma or Kansas"", ""tail"": ""for mega-factory location""}"
03-03-2022,"{""head"": ""Panasonic"", ""relation"": ""preparing to mass-produce new lithium-ion battery"", ""tail"": ""for Tesla""}"
03-03-2022,"{""head"": ""4680 format battery"", ""relation"": ""five times bigger"", ""tail"": ""than current Tesla batteries""}"
04-03-2022,"{""head"": ""Tesla Inc"", ""relation"": ""has ceo"", ""tail"": ""Elon Musk""}"
04-03-2022,"{""head"": ""Tesla Inc"", ""relation"": ""has stock symbol"", ""tail"": ""TSLA""}"
04-03-2022,"{""head"": ""Tesla Inc"", ""relation"": ""has stock exchange"", ""tail"": ""NASDAQ""}"
04-03-2022,"{""head"": ""Tesla Inc"", ""relation"": ""has plant location"", ""tail"": ""Germany""}"
04-03-2022,"{""head"": ""Elon Musk"", ""relation"": ""challenged"", ""tail"": ""United Autoworkers (UAW)""}"
05-03-2022,"{""head"": ""Gary Black"", ""relation"": ""tweeted"", ""tail"": ""Tesla’s market capitalization to climb to a whopping $4 trillion""}"
05-03-2022,"{""head"": ""Tesla"", ""relation"": ""warns"", ""tail"": ""Cyber Attacks""}"
05-03-2022,"{""head"": ""Starlink"", ""relation"": ""turn on"", ""tail"": ""only when needed""}"
05-03-2022,"{""head"": ""antenna"", ""relation"": ""place"", ""tail"": ""away as far away from people as possible""}"
05-03-2022,"{""head"": ""Wealth Alliance Advisory Group LLC"", ""relation"": ""acquired"", ""tail"": ""a new stake in shares of Tesla""}"
06-03-2022,"{""head"": ""Tesla"", ""relation"": ""rival"", ""tail"": ""Ford""}"
06-03-2022,"{""head"": ""Tesla"", ""relation"": ""rival"", ""tail"": ""General Motors""}"
06-03-2022,"{""head"": ""Tesla"", ""relation"": ""rival"", ""tail"": ""Rivian""}"
06-03-2022,"{""head"": ""Tesla"", ""relation"": ""production increase"", ""tail"": ""market share increase""}"
06-03-2022,"{""head"": ""Tesla"", ""relation"": ""recruitment campaign"", ""tail"": ""Gigafactory Berlin""}"
07-03-2022,"{""head"": ""Tesla"", ""relation"": ""relies on"", ""tail"": ""Lithium batteries""}"
07-03-2022,"{""head"": ""Tesla"", ""relation"": ""produces"", ""tail"": ""own batteries""}"
07-03-2022,"{""head"": ""TDK Corp"", ""relation"": ""holds"", ""tail"": ""Amperex technology""}"
07-03-2022,"{""head"": ""TDK Corp"", ""relation"": ""has trade partnerships with"", ""tail"": ""Tesla""}"
07-03-2022,"{""head"": ""Ganfeng Lithium Co Ltd"", ""relation"": ""supplies to"", ""tail"": ""Tesla""}"
08-03-2022,"{""head"": ""Tesla Autopilot"", ""relation"": ""defended safety benefits"", ""tail"": ""None""}"
08-03-2022,"{""head"": ""Tesla Full Self-Driving (FSD)"", ""relation"": ""requires constant monitoring and attention of the driver"", ""tail"": ""None""}"
08-03-2022,"{""head"": ""Tesla vehicles"", ""relation"": ""capable of performing some but not all of the Dynamic Driving Tasks"", ""tail"": ""None""}"
08-03-2022,"{""head"": ""Tesla Autopilot"", ""relation"": ""enables vehicles to steer, accelerate and brake automatically"", ""tail"": ""None""}"
08-03-2022,"{""head"": ""Tesla Autopilot"", ""relation"": ""requires active driver supervision and do not make the vehicle autonomous"", ""tail"": ""None""}"
09-03-2022,"{""head"": ""Tesla Inc."", ""relation"": ""stock price movement"", ""tail"": ""negative""}"
09-03-2022,"{""head"": ""Tesla Inc."", ""relation"": ""stock split"", ""tail"": ""2020""}"
09-03-2022,"{""head"": ""Tesla Inc."", ""relation"": ""share price"", ""tail"": ""more affordable""}"
09-03-2022,"{""head"": ""Tesla Inc."", ""relation"": ""mega cap company"", ""tail"": ""yes""}"
09-03-2022,"{""head"": ""Tesla Inc."", ""relation"": ""e-commerce and cloud computing business"", ""tail"": ""surged""}"
10-03-2022,"{""head"": ""Rivian (RIVN)"", ""relation"": ""is experiencing"", ""tail"": ""a series of slips""}"
10-03-2022,"{""head"": ""Rivian (RIVN)"", ""relation"": ""announced"", ""tail"": ""bad news during the publication of the fourth quarter earnings""}"
10-03-2022,"{""head"": ""Tesla (TSLA)"", ""relation"": ""is taking"", ""tail"": ""proactive steps to secure the strength of its supply chain""}"
10-03-2022,"{""head"": ""Tesla (TSLA)"", ""relation"": ""has"", ""tail"": ""a focus on securing advantageous deals for materials""}"
10-03-2022,"{""head"": ""Tesla (TSLA)"", ""relation"": ""has"", ""tail"": ""a focus on making key production shifts, preferably well in advance of competitors""}"
11-03-2022,"{""head"": ""Elon Musk"", ""relation"": ""owns"", ""tail"": ""Tesla""}"
11-03-2022,"{""head"": ""Elon Musk"", ""relation"": ""owns"", ""tail"": ""SpaceX""}"
11-03-2022,"{""head"": ""Tesla"", ""relation"": ""recently experienced"", ""tail"": ""sharp losses""}"
11-03-2022,"{""head"": ""Elon Musk"", ""relation"": ""focuses"", ""tail"": ""Mars""}"
11-03-2022,"{""head"": ""Elon Musk"", ""relation"": ""communicated"", ""tail"": ""leaving Tesla for full-time influencing""}"
12-03-2022,"{""head"": ""Elon Musk"", ""relation"": ""is CEO of"", ""tail"": ""Tesla Inc (NASDAQ:TSLA), formerly known as Tesla Motors""}"
12-03-2022,"{""head"": ""Dogecoin"", ""relation"": ""is a favorite of"", ""tail"": ""Elon Musk""}"
12-03-2022,"{""head"": ""Dogecoin"", ""relation"": ""was created by"", ""tail"": ""software engineer Billy Markus""}"
12-03-2022,"{""head"": ""Elon Musk"", ""relation"": ""has sold"", ""tail"": ""all of his seven homes in California""}"
12-03-2022,"{""head"": ""Elon Musk"", ""relation"": ""sold"", ""tail"": ""the former home of the late actor and director Gene Wilder""}"
13-03-2022,"{""head"": ""Tesla Inc."", ""relation"": ""sells directly to customers"", ""tail"": ""online or from retail stores""}"
13-03-2022,"{""head"": ""Tesla Inc."", ""relation"": ""waged a yearslong battle"", ""tail"": ""across states to sidestep franchise laws that protect dealerships""}"
13-03-2022,"{""head"": ""Lucid Group Inc."", ""relation"": ""sells directly"", ""tail"": ""emulating Tesla's no-dealership approach""}"
13-03-2022,"{""head"": ""Rivian Automotive Inc."", ""relation"": ""sells directly"", ""tail"": ""emulating Tesla's no-dealership approach""}"
13-03-2022,"{""head"": ""Elon Musk"", ""relation"": ""CEO"", ""tail"": ""Tesla Inc.""}"
14-03-2022,"{""head"": ""Tesla"", ""relation"": ""facing"", ""tail"": ""significant inflation pressure""}"
14-03-2022,"{""head"": ""Consumer Price Index"", ""relation"": ""rose"", ""tail"": ""7.9% in February""}"
14-03-2022,"{""head"": ""Inflation"", ""relation"": ""highest"", ""tail"": ""since January 1982, when it hit 8.4%""}"
14-03-2022,"{""head"": ""Russia's invasion of Ukraine"", ""relation"": ""exacerbated"", ""tail"": ""inflationary pressure""}"
14-03-2022,"{""head"": ""Tesla's stock price"", ""relation"": ""impacted"", ""tail"": ""by rising inflation and interest rates""}"
15-03-2022,"{""head"": ""Tesla Inc"", ""relation"": ""Tesla stock is down about 20%"", ""tail"": ""Nasdaq""}"
15-03-2022,"{""head"": ""Tesla Inc"", ""relation"": ""Tesla chief executive is once again in the middle of Russia/Ukraine war"", ""tail"": ""A person purporting to be the leader of the Chechen Republic offered to train him to fight Russian President Vladimir Putin in single combat""}"
15-03-2022,"{""head"": ""Elon Musk"", ""relation"": ""Elon Musk issues inflation advice"", ""tail"": ""The price of his Bitcoin, Ethereum, and Dogecoin plummet""}"
15-03-2022,"{""head"": ""10 year Treasury Yield"", ""relation"": ""10 year Treasury Yield is moving ever higher"", ""tail"": ""Markets are waiting to see if inflation falls back to a more manageable ongoing number""}"
15-03-2022,"{""head"": ""Steve Wozniak"", ""relation"": ""Steve Wozniak has made money from bitcoin"", ""tail"": ""He does not consider himself a bitcoin investor""}"
16-03-2022,"{""head"": ""Tesla"", ""relation"": ""share price has tanked"", ""tail"": ""more than 30%""}"
16-03-2022,"{""head"": ""Tesla stock"", ""relation"": ""detached from fundamentals"", ""tail"": ""market hubris last year""}"
16-03-2022,"{""head"": ""Tesla stock"", ""relation"": ""departed from traditional valuation measures"", ""tail"": ""peak share prices""}"
16-03-2022,"{""head"": ""Tesla stock"", ""relation"": ""trading purely on optimistic estimates"", ""tail"": ""future growth""}"
16-03-2022,"{""head"": ""Tesla"", ""relation"": ""suspending production"", ""tail"": ""Shanghai factory on Wednesday and Thursday""}"
17-03-2022,"{""head"": ""Tesla Inc"", ""relation"": ""has recently raised vehicle prices in"", ""tail"": ""the United States and China""}"
17-03-2022,"{""head"": ""Tesla"", ""relation"": ""faces a “primary challenge” in making its electric pickup"", ""tail"": ""affordable""}"
17-03-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""is experiencing a rise in stock price today"", ""tail"": ""None""}"
17-03-2022,"{""head"": ""Ark Innovation fund"", ""relation"": ""has the biggest holding in electric vehicle maker"", ""tail"": ""Tesla (TSLA)""}"
17-03-2022,"{""head"": ""CEO Elon Musk"", ""relation"": ""said the biggest electric carmaker faces significant inflationary pressure in raw materials and logistics"", ""tail"": ""None""}"
